id,cate,title,lead,time,tag 
605953,Đời sống,"Đám cưới xa hoa ở Quảng Ninh: 2 Rolls Royce biển tứ quý hộ tống, dựng rạp 2,5 tỷ đồng",Số tiền để tổ chức một đám cưới tại Quảng Ninh mới đây khiến cộng đồng mạng không khỏi choáng váng.,2020-01-03,"['Quảng Ninh', 'đám cưới']"
606784,Đời sống,"Nạn nhân phải cắt chân sau tai nạn, tài xế đòi cưới rồi mới bồi thường","Một tài xế uống rượu gây tai nạn khiến bạn gái mới quen phải cắt một chân, nhưng anh này chỉ đồng ý thanh toán tiền chữa trị nếu cô gái kết hôn với mình.",2020-01-07,['cầu hôn']
613283,Đời sống,5 hiểu lầm về khẩu trang trong dịch cúm corona,"Khẩu trang là vật dụng được khuyến cáo sử dụng để phòng lây nhiễm dịch viêm phổi cấp Vũ Hán. Tuy nhiên, việc dùng sai cách có thể gây phản tác dụng.",2020-02-03,['virus corona']
612952,Đời sống,10 trò chơi đơn giản cho con tại nhà thời dịch cúm corona,Dưới đây là một số trò chơi chị Như (TP.HCM) áp dụng cho con gái tại nhà.,2020-02-03,['virus corona']
636788,Đời sống,Vợ tôi thân thiết với người hàng xóm chưa vợ,"'Dịp làm thân đầu tiên là lúc vợ tôi làm món bánh mới học trên mạng, tôi chê không ăn vì quá ngọt. Vợ đi mời các nhà hàng xóm, thấy nhà Nhân mở cửa nên cũng mời cậu ấy dùng thử...'",2020-04-27,"['hàng xóm', 'Vợ Chồng', 'Ngoại tình']"
612647,Đời sống,Cần làm gì sau khi tiếp xúc với người nghi nhiễm corona?,"Khi tiếp xúc với người nghi nhiễm virus corona (nCoV), bạn cần lập tức tự cách ly bản thân trong vòng 14 ngày để theo dõi các triệu chứng bất thường của cơ thể.",2020-01-31,['virus corona']
612630,Đời sống,"Gia đình hủy du xuân, chấp nhận mất nhiều tiền vì lo sợ virus corona",Nhiều gia đình đã quyết định hủy chuyến du lịch đầu năm do lo lắng virus corona dù mất số tiền không hề nhỏ.,2020-01-31,['virus corona']
615730,Đời sống,Vợ trước mặt ngon ngọt nhưng sau lưng nói chồng bất tài,"Là vợ chồng tay ấp má kề đã hơn 5 năm, tôi luôn hài lòng về vợ mình. Cô ấy nhẹ nhàng, quan tâm và biết động viên.",2020-02-12,"['hôn nhân', 'hội bà tám']"
615410,Đời sống,"Bạn thân đong đưa chồng, lời nói của cậu con trai 5 tuổi đã cứu vãn cuộc hôn nhân của tôi",Chuyện Duyên thường xuyên đến nhà tôi cũng khiến tôi lờ mờ nhận ra điều gì không ổn. Tôi thấy ánh mắt chồng tôi và Duyên nhìn nhau có gì đó khác lạ.,2020-02-11,['chuyện gia đình']
619762,Đời sống,Tâm sự của người đàn ông có vợ hay ghen,"Gần đây, vợ tôi lại kiếm được lý do lên gặp chồng ở cơ quan. Cô ấy vào phòng tôi đúng lúc một nữ nhân viên đang báo cáo công việc.",2020-02-27,"['hôn nhân', 'ghen tuông']"
622095,Đời sống,"Lên mạng nói vợ cũ là gái bán hoa, người đàn ông nhận cái kết đắng ngắt","Anh Vương ám chỉ vợ cũ đã từng làm gái bán hoa, đổi tình lấy tiền, thậm chí chưa kết hôn đã có thai.",2020-03-06,['Xúc Phạm Nhân Phẩm']
596197,Đời sống,MC VTV lấy được vợ 'nhờ bát cháo sườn' và đám cưới 100 khách mời,"MC Quốc Duy là người dẫn chương trình của VTV3. Mới đây, anh chàng điển trai này khiến khán giả bất ngờ trước thông tin đám cưới chỉ vỏn vẹn 100 khách mời.",2019-12-09,"['đám cưới', 'mc quốc duy']"
595493,Đời sống,"Đi mời đám cưới, chú rể Nghệ An bị tai nạn tử vong","10h tối, anh Th (Nghệ An) đi gặp nhóm bạn để mời đám cưới thì bị tai nạn rồi tử vong.",2019-12-06,"['đám cưới', 'chú rể', 'Nghệ An']"
609022,Đời sống,"Hang Múa, động Am Tiêm đáng đi nhất Ninh Bình dịp Tết 2020","Ninh Bình - mảnh đất Cố Đô những năm qua được biết đến là một trong những địa phương phát triển du lịch tốt nhất cả nước với nhiều danh thắng như Tràng An, Bái Đính, Hang Múa, đầm Vân Long…",2020-01-14,['du lịch Ninh Bình']
599762,Đời sống,"Đến đám cưới muộn, chú rể mất luôn cô dâu vào tay người khác","Một chú rể ở thành phố Bijnor thuộc bang Uttar Pradesh, Ấn Độ đã phải trả giá bằng chính cô dâu của mình chỉ vì đến đám cưới muộn tới nhiều giờ đồng hồ.",2019-12-17,['đám cưới']
562061,Đời sống,Chàng trai từ Nhật về Sài Gòn làm đám cưới với cô gái qua đời vì tai nạn,,2019-08-26,['tai nạn giao thông']
612417,Đời sống,"Về quê làm nông dân, 3 cô gái mặc bikini thu hút giới trẻ","Bỏ cuộc sống ở thành thị, 3 cô gái về quê làm trang trại để nuôi trồng thực phẩm sạch.",2020-01-30,"['nông nghiệp', 'nông dân']"
619361,Đời sống,Tôi có nên bán nhà cho chồng trả nợ 'xã hội đen'?,Chồng tôi hiện phải đi trốn vì xã hội đen liên tục đòi nợ. Anh ấy gọi điện van xin tôi 'cứu' anh ấy lần này nữa.,2020-02-25,"['xã hội đen', 'cá độ']"
598893,Đời sống,Cặp đôi ly hôn ngay trong đám cưới,Hôn nhân của cặp đôi người Anh này đã tan vỡ chỉ vài giờ ngay sau đám cưới.,2019-12-15,"['đám cưới', 'ly hôn']"
603511,Đời sống,"Đám cưới của đôi trẻ trong phòng điều trị đặc biệt, nhiều người cảm động","Tại phòng điều trị đặc biệt, đám cưới chỉ diễn ra trong 10 phút, nhưng nụ cười của người bố đang mắc trọng bệnh đã khiến đôi trẻ hạnh phúc.",2019-12-26,"['cô dâu', 'đám cưới', 'chú rể']"
612381,Đời sống,40 mâm cỗ trong tiệc cưới cầu thủ Phan Văn Đức và hot girl xứ Nghệ,"Sáng 30/1, cầu thủ xứ Nghệ Phan Văn Đức tổ chức lễ đám cưới cùng cô dâu Võ Nhật Linh.",2020-01-30,"['Văn Đức', 'Nhật Linh']"
604397,Đời sống,"Đám cưới chung với đám tang, cặp đôi khiến nhiều người rơi nước mắt","Mới đây, câu chuyện tình yêu của Ryan Pag-asa Casidsid (đến từ Rodriguez, Philippines) và cô gái Richielyn Jimenez đã lấy nước mắt của nhiều người.",2019-12-28,['đám cưới']
612402,Đời sống,HLV Park Hang Seo chúc mừng đám cưới của Phan Văn Đức,Cầu thủ Phan Văn Đức bày tỏ niềm hạnh phúc khi nhận được lời chúc mừng đám cưới từ HLV Park Hang Seo.,2020-01-30,"['Nhật Linh', 'đám cưới', 'Văn Đức']"
612512,Đời sống,"Làm trợ lý cho nhà siêu giàu, 3 giờ sáng vẫn phải hỗ trợ 'thượng đế'","Insignia là dịch vụ trợ lý cá nhân dành cho giới siêu giàu, được thành lập ở châu Âu vào năm 1996. Đến năm 2019, công ty mở văn phòng ở New York với mong muốn phục vụ các khách hàng người Mỹ.",2020-01-31,"['tỷ phú', 'triệu phú']"
602202,Đời sống,Cô gái trẻ lấy trộm máy bay rồi gây tai nạn,"Một nữ hành khách trẻ 17 tuổi bị cáo buộc ăn trộm chiếc máy bay cỡ nhỏ và định tẩu thoát, nhưng lại đâm vào rào chắn ở sân bay.",2019-12-22,"['máy bay', 'ăn trộm', 'sân bay']"
608422,Đời sống,Khám phá nhà hàng trong lồng kính ở Anh,"Nằm cạnh bờ sông Thames nổi tiếng, Coppa club được biết đến là nhà hàng trong lồng kính độc đáo và thu hút nhiều khách du lịch nhất xứ sở sương mù.",2020-01-13,"['du khách', 'nhà hàng']"
566808,Đời sống,"Đám cưới toàn siêu xe của cô dâu 26, chú rể 62 gây xôn xao dư luận",Chú rể năm nay đã 62 tuổi thế nhưng cô dâu chỉ mới gần 26 tuổi. Đám cưới của cặp đôi xuất hiện hàng loạt siêu xe.,2019-09-11,"['Chuyện tình lệch tuổi', 'đám cưới']"
594179,Đời sống,"Phát hiện chú rể nói dối, cô dâu lập tức chia tay, rời khỏi đám cưới","Một giờ trước khi cử hành hôn lễ, cô dâu đã nói lời chia tay và bỏ đi trong sự ngỡ ngàng của chú rể và họ hàng.",2019-12-03,"['chuyện lạ', 'cô dâu']"
608642,Đời sống,Con đường hoa mai rực rỡ sắc xuân ở Sài Gòn,"Đường mai vừa được tạo nên tại Nhà Văn hóa thanh niên TP.HCM thu hút đông đảo người dân đến chụp ảnh, tạo nên sắc xuân trên phố.",2020-01-13,['Tết nguyên đán']
567532,Đời sống,Đám cưới với người đã khuất khiến tất cả quan khách bật khóc,Chú rể bay từ Nhật về Việt Nam làm đám cưới với người bạn đời đã mất; Cô dâu về nhà chồng để trọn lời hứa với chú rể tử vong trong một tai nạn giao thông… là những đám cưới lấy đi nước mắt của nhiều người.,2019-09-16,"['chú rể', 'cô dâu', 'đám cưới']"
595997,Đời sống,Bí mật thân thế của vợ sắp cưới khiến tôi đau xót nói lời chia tay,"Chỉ vì phút giận hờn, nông nỗi, chút kiêu hãnh của bản thân mà tôi đã đánh mất em, người con gái hết lòng yêu, thương và muốn cùng tôi gánh vác trọng trách khó khăn, chăm sóc mẹ già và nuôi con nhỏ của tôi.",2019-12-08,"['hôn nhân', 'tái hôn']"
602697,Đời sống,"Đám cưới Lạng Sơn, chú rể vái lạy hơn 300 lần, cô dâu thay áo giữa đường","Phong tục cưới xưa của người dân tộc Dao Lù Gang ở Lạng Sơn, chú rể phải làm lễ vái lạy hơn 300 lần, còn cô dâu thay quần áo mới trước khi vào nhà chồng.",2019-12-26,"['hôn nhân', 'đám cưới']"
608890,Đời sống,Bạn gái Hoàng Đức khoe ảnh sang Thái Lan cổ vũ U23 Việt Nam,Dân mạng tỏ ra ngưỡng mộ khi bạn gái Hoàng Đức nhiều lần ra nước ngoài cổ vũ người yêu thi đấu tại SEA Games 30 và VCK U23 châu Á.,2020-01-13,"['bạn gái', 'cầu thủ', 'Hoàng Đức']"
605799,Đời sống,"Đức Sinh, Văn Toản khám phá Thái Lan, Đức Chinh, Tiến Dũng đọ cơ bụng","Trong ngày đầu đặt chân lên đất Thái Lan để chuẩn bị cho chiến dịch U23 châu Á 2020, nhiều cầu thủ U23 đăng ảnh check-in tại trang cá nhân, thu hút sự chú ý từ người hâm mộ.",2020-01-02,['U23 Việt Nam']
608530,Đời sống,Tử vi người tuổi Ngọ năm 2020,Tử vi tuổi Ngọ năm Canh Tý cho thấy đây có thể là một năm đầy thách thức của bạn.,2020-01-12,"['Tử vi 12 con giáp', 'tử vi tuổi ngọ', 'Vận mệnh 12 con giáp', 'Tuổi Ngọ', 'vận mệnh tuổi Ngọ']"
607973,Đời sống,Tử vi người tuổi Tỵ năm 2020,"Năm 2020, sức khỏe của bạn không đáng lo ngại. Tuy nhiên, đừng vì thế mà quên đi việc chăm sóc sức khỏe hàng ngày.",2020-01-11,"['Vận mệnh 12 con giáp', 'Tử vi 12 con giáp', 'Tử vi tuổi Ty', 'Vận mệnh tuổi Tỵ', 'tuổi tỵ']"
599682,Đời sống,"Bỏ nhà lầu xe hơi, cặp đôi vào rừng săn bắn, sống hoang dã suốt 10 năm","Khi Miriam và Peter Lancewood quyết định bỏ cuộc sống hiện đại để sống hoang dã ở New Zealand, họ nói với gia đình rằng họ sẽ trở về sau 1 năm.",2019-12-17,"['thiên nhiên', 'Tarzan', 'cuộc sống hoang dã']"
610279,Đời sống,Bạn gái gọi Đức Chinh là 'người hùng của em',"Trong khi Mai Hà Trang gọi bạn trai Đức Chinh là người hùng, bạn gái Hoàng Đức đăng ảnh từ Bangkok (Thái Lan) về nước sau khi U23 Việt Nam bị loại khỏi giải châu Á 2020.",2020-01-18,"['Hà Đức Chinh', 'U23 Việt Nam']"
566628,Đời sống,"'Nếu có người cặp kè với chồng em, em có muốn đánh người ta một trận không?'","Khi anh tìm mọi cách lấy lòng tôi, dù biết anh là đàn ông có vợ tôi vẫn nghĩ 'chỉ là vui một chút thôi, mình có làm gì quá đáng đâu mà sợ'.",2019-09-11,[]
599764,Đời sống,96 quy tắc để thực hiện cảnh 'nóng' trong phim ảnh,Những quy tắc để thực hiện cảnh “nóng” trong phim ảnh đã vừa được đưa ra cho các nhà làm phim tại Anh.,2019-12-17,"['điện ảnh', 'cảnh nóng', 'khỏa thân']"
586514,Đời sống,"Phát hiện chồng chưa cưới làm điều độc ác với người yêu cũ, tôi muốn hủy hôn","Đầu dây bên kia, một cô gái trẻ với giọng dè dặt xin tôi một cuộc hẹn ngắn.",2019-11-09,"['Ngoại tình', 'hôn nhân']"
566703,Đời sống,"Mừng cưới bạn 1 triệu, khi mình cưới bạn đưa 200 nghìn, kéo cả nhà đi ăn cỗ",,2019-09-11,"['khóc cười mùa cưới', 'đám cưới']"
593736,Đời sống,"Phát hiện người tình chat sex, bà chủ quán cafe hành động khó hiểu","Tuần trước, tôi đọc được tin nhắn của anh với một cô gái. Anh nhắn xin xem ngực cô ấy rồi cả hai gọi video cho nhau.",2019-12-05,[]
602315,Đời sống,Cầu thủ Phan Văn Đức làm lễ đính hôn với bạn gái hot girl,"Sáng 21/12, cầu thủ Phan Văn Đức và bạn gái Võ Nhật Linh tổ chức lễ ăn hỏi tại Nghệ An.",2019-12-22,"['ăn hỏi', 'hot girl', 'hôn nhân', 'Phan Văn Đức']"
602348,Đời sống,Duy Mạnh mua túi xách hơn 130 triệu đồng tặng sinh nhật bạn gái,Quỳnh Anh nhiều lần khoe quà là đồ hiệu được bạn trai tặng sau mỗi chuyến du đấu hay trong các dịp kỷ niệm.,2019-12-22,['Duy Mạnh']
601065,Đời sống,"Bạn gái cầu thủ U22 Việt Nam đam mê kinh doanh, kiếm tiền từ sớm","Bạn gái cầu thủ Hoàng Đức, Thành Chung và Bùi Tiến Dụng đều là chủ cửa hàng kinh doanh thời trang, làm đẹp khi còn khá trẻ tuổi.",2019-12-22,"['hot girl', 'Người yêu cầu thủ']"
567017,Đời sống,"3 người đến nhà hàng sang ăn uống, mừng cưới 200 nghìn đồng gây tranh cãi",,2019-09-14,"['đám cưới', 'hôn nhân']"
606358,Đời sống,Cầu thủ Duy Mạnh ngủ gật ngon lành trong lúc chụp ảnh cưới,"Vừa có màn cầu hôn gây bão ngày đầu năm mới, Duy Mạnh đã nhanh chóng đưa bạn gái đi chụp ảnh cưới.",2020-01-05,"['Duy Mạnh', 'kết hôn', 'cầu thủ', 'đám cưới']"
565929,Đời sống,"Nỗi ám ảnh của người vợ có chồng giàu có nhưng keo kiệt, vũ phu",Anh có thể vung cả triệu bạc bao bạn bè đi ăn nhậu nhà hàng nhưng lại keo kiệt với vợ con.,2019-09-11,"['Ngoại tình', 'người yêu cũ']"
600922,Đời sống,"Đi mua 'tóc dài tóc rối', người đàn ông bị vây bắt, yêu cầu làm chuyện khó tin","Vào mua tóc ở một bản thuộc tỉnh Hòa Bình, người buôn đến từ xã Hồng Đà (huyện Tam Nông, Phú Thọ) bị dân bản vây lại, bắt đền vì một nguyên nhân bất ngờ.",2019-12-18,"['Phú Thọ', 'Nghề buôn tóc']"
596638,Đời sống,Quang Hải và dàn cầu thủ kín tiếng chuyện tình cảm sau khi chia tay,"Sau khi chia tay bạn gái, Quang Hải, Tiến Linh và Bùi Tiến Dũng đều dành toàn bộ thời gian để tập trung thi đấu, không nhắc đến chuyện tình cảm trên mạng xã hội.",2019-12-10,"['SEA Games', 'U22 Việt Nam']"
572012,Đời sống,"Ám ảnh chuyện quá khứ, tôi không thể gần gũi bạn trai","Nhiều lúc tôi nghĩ mình đã không còn trong trắng và muốn làm chuyện đó khi anh ấy đòi hỏi nhưng suy nghĩ đến cảnh lên giường cùng nhau, tôi lại nổi da gà.",2019-09-28,['xâm hại tình dục']
596738,Đời sống,"Việt Nam vô địch SEA Games, vỡ òa cảm xúc tại nhà các cầu thủ",PV của VietNamNet đã có mặt tại nhà các cầu thủ U22 Việt Nam để cập nhật không khí cổ vũ trận chung kết giữa U22 Việt Nam vs U22 Indonesia.,2019-12-10,"['U22 Indonesia', 'U22 Việt Nam', 'SEA Games 30']"
596593,Đời sống,"Căn nhà cấp 4, gắn liền với tuổi thơ chăn bò của cầu thủ Văn Hậu","Bố Văn Hậu chia sẻ, căn nhà cấp 4 xây vào năm 1999, đúng thời điểm con trai chào đời. Tiền xây nhà tích cóp từ việc ông làm thuê trên xà lan chở cát.",2019-12-10,"['Cầu thủ Văn Hậu', 'U22 Việt Nam', 'SEA Games 30', 'Thái Bình']"
592539,Đời sống,Cuộc sống hạnh phúc của hoa khôi ĐH Vinh và cầu thủ Quế Ngọc Hải,"Cũng như các cầu thủ khác của ĐTQG Việt Nam, sau trận đấu gặp Thái Lan ở vòng loại World Cup 2022, Quế Ngọc Hải đoàn tụ với gia đình, đưa vợ con đi du lịch xả hơi.",2019-11-29,"['World Cup 2022', 'Quế Ngọc Hải', 'hôn nhân']"
593742,Đời sống,"Tuổi thơ buồn của Thành Chung, cầu thủ gỡ hòa cho U22 Việt Nam","Trong trận đấu gặp U22 Indonesia tại khuôn khổ vòng bảng Sea Games 30, cầu thủ Thành Chung đã gỡ hòa cho đội tuyển Việt Nam. Cầu thủ này có tuổi thơ buồn khi thiếu thốn tình cảm của bố.",2019-12-02,"['Indonesia', 'Cầu thủ Thành Chung', 'SEA Games 30', 'U22 Việt Nam']"
596202,Đời sống,Cảm phục trước hình ảnh nữ cầu thủ chân rướm máu vẫn thi đấu,"Hình ảnh cầu thủ Chương Thị Kiều bị trầy chân, chảy nhiều máu nhưng vẫn thi đấu quả cảm tới phút cuối cùng khiến khán giả cảm động.",2019-12-09,"['Chương Thị Kiều', 'SEA Games']"
605441,Đời sống,Các cầu thủ U23 Việt Nam thi nhau cắt tóc 'cầu may' chào năm mới,Các cầu thủ của tuyển U23 Việt Nam đã tranh thủ tút tát nhan sắc trước khi bước vào những đấu mới.,2020-01-01,"['Hà Đức Chinh', 'Quang Hải', 'Tiến Linh', 'Tấn Sinh']"
587844,Đời sống,"Cô gái S'Tiêng cự tuyệt lấy chồng sớm, rời bản lên phố học đại học","Năm Ngà học lớp 10, bà mối đến nhà se duyên cho cô với chàng trai làng bên. Bố mẹ muốn con gái bỏ học lấy chồng nhưng cô lắc đầu.",2019-11-26,"[""Dân tộc S'Tiêng"", ""Cô Gái S'Tiêng""]"
588707,Đời sống,"Bà chủ buôn vỏ bom ở Quảng Trị, có ngày thu mua 5 tấn","Thấy người khác bỏ mạng, tàn phế vì bom nổ, nhưng cha con ông Đậm vẫn gỡ bom, loại bỏ thuốc nổ để lấy đồng, sắt bán kiếm thu nhập.",2019-11-19,"['quảng trị', 'Làng Cưa Bom']"
592207,Đời sống,Ngôi làng Bát Quái đi vào không thấy đường ra,"Tới làng Bát Quái Gia Cát ở Trung Quốc, bạn sẽ ngỡ như lạc giữa mê cung, không tìm thấy đường ra.",2019-11-29,"['du lịch Trung Quốc', 'Trung Quốc', 'ngôi làng', 'mê cung']"
590081,Đời sống,"Ngày 20/11, tri ân HLV Park - người thầy của các cầu thủ Việt Nam","Không chỉ là người viết tiếp giấc mơ cho bóng đá Việt Nam, HLV Park Hang-seo còn là người thầy tuyệt vời có vị trí đặc biệt trong lòng các cầu thủ.",2019-11-20,['HLV Park Hang-seo']
586936,Đời sống,"Tuấn Anh và dàn cầu thủ độc thân, chưa từng công khai hẹn hò","Không chỉ là những chân sút được chú ý hiện nay, Trọng Hùng, Tuấn Anh, Thanh Khôi, Văn Bá còn là một trong số những cái tên hiếm hoi vẫn chưa có người yêu.",2019-11-11,['Nguyễn Tuấn Anh']
582569,Đời sống,Cô gái dính tin đồn hẹn hò với Quang Hải và các hot girl trường Y Dược,"Thanh Thủy, Lan Thy và Khả Vy là những nữ sinh theo học ngành Y Dược gây chú ý trên mạng bởi nhan sắc xinh xắn, ngọt ngào.",2019-10-28,"['Quang Hải', 'hot girl']"
603683,Đời sống,Huỳnh Như và giây phút quyết tâm mang vinh quang về cho Tổ quốc,"'Khi vào sân thi đấu, chị em chúng tôi nắm tay nhau bảo, gắng lên, phải thắng để mang vinh quang về nước'.",2020-01-01,['Huỳnh Như']
605250,Đời sống,Căn nhà cấp 4 nuôi lớn đam mê bóng đá của thủ môn Văn Toản,"Văn Toản (sn 1999) - cầu thủ nhỏ tuổi nhất U23 Việt Nam, sinh ra và lớn lên ở một xóm đạo nhỏ thuộc xã Dương Quan, huyện Thuỷ Nguyên, TP. Hải Phòng.",2020-01-01,"['văn toản', 'U23 Việt Nam']"
582620,Đời sống,Những địa điểm vui chơi ở Sài Gòn dịp Halloween,"Halloween năm nay rơi vào ngày thứ Năm, vì thế, hãy lựa chọn một điểm vui chơi phù hợp cho mình bạn nhé. Dưới đây là gợi ý những điểm vui chơi ở Sài Gòn cho bạn chọn lựa.",2019-10-30,"['vui chơi', 'lễ hội hóa trang', 'Ngày Halloween', 'sài gòn']"
588848,Đời sống,"Khu chợ đặc biệt ở Sài Gòn, người Huế xa quê ai cũng muốn tìm đến","Ở khu chợ này, họ trao nhau những nụ cười, những ánh mắt, không vồn vã nhưng thâm tình, không mỹ miều nhưng chân chất ...",2019-11-23,"['sài gòn', 'Chợ Huế ở Sài Gòn', 'Đặc sản Huế']"
583609,Đời sống,'Quý ông' Sài Gòn làm điều ám ảnh ở phố Tây Bùi Viện,"Người dân Sài Gòn trong màu áo sặc sỡ, kinh dị hoá trang thành ma, quỷ tham gia lễ hội Halloween khu phố Tây Bùi Viện (Quận 1, TP.HCM) vào tối 30/10.",2019-10-31,"['Halloween', 'hoá trang', 'lễ hội', 'phố Tây', 'ma quỷ', 'Bùi Viện']"
590933,Đời sống,"Nhiều loại hoa mới, lạ xuất hiện trong Lễ hội hoa Đà Lạt 2019","Festival hoa Đà Lạt 2019 sẽ diễn ra trong 5 ngày từ 20-24/12 tại TP Đà Lạt, Bảo Lộc và một số địa phương của tỉnh Lâm Đồng.",2019-11-23,['Festival hoa Đà Lạt 2019']
591076,Đời sống,Lý do bầu trời của Mặt Trăng và không gian luôn tối đen,"Kết cấu đặc biệt trong bầu khí quyển của Trái Đất khiến chúng ta có thể thấy bầu trời màu xanh, khác hoàn toàn với bầu trời của Mặt Trăng và trong không gian.",2019-11-23,"['Vũ trụ màu đen', 'Bầu trời trên mặt trăng']"
591096,Đời sống,Chuyến bay đắt nhất thế giới có giá bằng cả một gia tài,"Mức giá 38.000 đôla chỉ với 1 chiều bay được áp dụng cho phòng hạng sang trên Etihad Airway, có tên gọi là The Residence.",2019-11-23,"['máy bay', 'Máy bay hạng thương gia', 'thương gia']"
577429,Đời sống,"Quang Hải nói sẵn sàng, Văn Toàn khoe ảnh họp báo trước đấu Indonesia","Trước trận làm khách Indonesia, đội trưởng Quế Ngọc Hải, Quang Hải, Văn Toàn, Thành Chung check-in tại trang cá nhân và nhận được nhiều lời cổ vũ, chúc chiến thắng từ người hâm mộ.",2019-10-15,"['Đội tuyển Việt Nam', 'World Cup 2022', 'Park Hang-Seo', 'Quang Hải']"
576274,Đời sống,"Sau trận thắng Malaysia, Quang Hải lập tức khoe ‘người phụ nữ của đời mình’",Quang Hải đăng ảnh chụp cùng mẹ lên mạng xã hội như một lời cảm ơn sau trận chiến thắng đầy thuyết phục của đội tuyển Việt Nam.,2019-10-11,"['Đội tuyển Việt Nam', 'Malaysia', 'Quang Hải', 'World Cup 2022']"
581979,Đời sống,Bạn gái tin đồn mới của Quang Hải là hot girl quen mặt dân mạng,Dân mạng đồn đoán bạn gái mới của nam cầu thủ Hà Nội FC là hot girl khá quen thuộc với giới trẻ Hà thành - Nguyễn Thanh Thủy.,2019-10-25,[]
538127,Đời sống,'Bỏng mắt' ngắm bạn gái cầu thủ diện bikini đón hè,"Với sắc vóc nuột nà, ba cô gái đẹp xuất sắc khi diện bikini.",2019-06-02,"['bikini', 'bạn gái cầu thủ']"
598503,Đời sống,Người phụ nữ Việt được vinh danh 'Công dân danh dự của Seoul 2019',Lê Nguyễn Minh Phương (sinh năm 1987) là người Việt Nam đầu tiên được vinh danh là ‘Công dân danh dự của Seoul năm 2019’.,2019-12-24,"['du học sinh Hàn Quốc', 'cuộc sống ở Hàn Quốc', 'Hàn Quốc', 'Du học Hàn Quốc']"
595725,Đời sống,Hai đám hỏi gây bất ngờ trong giới cầu thủ Việt năm 2019,"Đám hỏi của trung vệ Bùi Tiến Dũng, cầu thủ Phan Văn Đức được cho là bất ngờ và gây nhiều xôn xao nhất năm 2019.",2019-12-26,"['lễ ăn hỏi', 'hot girl', 'Phan Văn Đức', 'Bùi Tiến Dũng']"
588238,Đời sống,Chung kết Người đẹp Xứ Dừa: Quy tụ nhiều người nổi tiếng,"Đêm Chung kết Người đẹp Xứ Dừa vào ngày 17/11 tới đây sẽ có sự tham gia biểu diễn của hàng loạt sao ca nhạc đình đám như Thu Minh, Ưng Hoàng Phúc, Trương Quỳnh Anh...",2019-11-14,['người đẹp xứ dừa']
596572,Đời sống,Nụ hôn của mẹ thủ môn trẻ nhất U22 Việt Nam dành tặng con trai,Là cầu thủ trẻ nhất đội tuyển quốc gia Việt Nam tham dự,2019-12-12,"['SEA Games 30', 'Nguyễn Văn Toản']"
589976,Đời sống,Khách nam bị ký sinh trùng chui vào 'chỗ hiểm' và đẻ trứng,"Sau chuyến đi từ châu Phi trở về, du khách nam không hề biết mình đã bị một loại ký sinh trùng chui vào “chỗ hiểm” và đẻ trứng.",2019-11-20,"['châu Phi', 'du khách', 'bệnh lạ']"
587661,Đời sống,Cảnh thực tế khác xa ảnh chụp ở núi cầu vồng,"Ngọn núi 7 màu ở Peru là một trong những cảnh quan tự nhiên nổi tiếng thế giới. Tuy nhiên, những bức ảnh trên Internet có thể khiến bạn vỡ mộng khi tới đây.",2019-11-13,"['Du lịch Peru', 'du khách']"
589955,Đời sống,10 điều cần tránh khi du lịch Thái Lan,Thái Lan được coi là đất nước chú trọng các quy tắc lễ nghi. Một số kiến thức về văn hóa dưới đây sẽ khiến trải nghiệm du lịch của bạn trở nên trọn vẹn hơn.,2019-11-20,"['Thái Lan', 'du lịch Thái Lan']"
589965,Đời sống,Chuyện tình có hậu của nhạc sĩ 'Dạ cổ hoài lang' sau lần trả vợ về ngoại,"Một người quen nhìn thấy cảnh gặp gỡ giấu giếm của ông bà thấy khổ quá, nên nói Cao Văn Lầu dẫn vợ về chỗ của bà cho tiện qua lại.",2019-11-20,"['Bạc Liêu', 'Dạ cổ hoài lang']"
570686,Đời sống,"'Chị gái thất lạc' của hoa hậu H' Hen Niê bước qua đổ vỡ, đi tìm tình yêu","Bị chồng cũ phụ tình dù đã có 1 con trai, mẹ đơn thân tiếp tục hi vọng vào hạnh phúc mới tại chương trình Bạn muốn hẹn hò nhưng bất ngờ bị từ chối.",2019-09-24,['Bạn muốn hẹn hò']
602519,Đời sống,Vợ sắp cưới Văn Đức: 'Cảm ơn vì ta gặp nhau trong lúc khó khăn nhất',"Nhật Linh chia sẻ về chuyện tình cảm, gửi lời yêu thương và trân trọng đến cầu thủ CLB Sông Lam Nghệ An tại trang cá nhân sau lễ ăn hỏi.",2019-12-23,"['hot girl', 'chuyện tình', 'lễ ăn hỏi', 'Phan Văn Đức']"
568204,Đời sống,"Hoa hậu Giáng My: ‘Sách là người bạn, người thầy vĩ đại’","Tại ĐH Tiền Giang, Hoa hậu Giáng My chia sẻ về con đường dẫn đến thành công của mình chính là nhờ tính độc lập và ham đọc sách.",2019-09-16,"['Hoa hậu Giáng My', 'tặng sách']"
585720,Đời sống,"'Nhìn những thí sinh được cha mẹ đưa đến dự thi, tôi rất cảm động'","'Có những em chưa bao giờ đi giầy cao và không biết trang điểm, e ngại khi đứng trước đám đông... Đây là những điều mà BTC cần hoàn thiện cho các em'.",2019-11-06,"['Bến Tre', 'người đẹp xứ dừa']"
